date,dswr,frbd,gzbd,gali,source_url,year,month,day,Gali1,GALI1
2015-01-01,,,42,91,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,1,24,24
2015-01-02,93,27,01,39,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,2,56,56
2015-01-03,28,89,61,94,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,3,17,17
2015-01-04,78,07,30,01,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,4,37,37
2015-01-05,24,74,04,93,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,5,41,41
2015-01-06,12,93,92,42,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,6,37,37
2015-01-07,93,81,60,44,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,7,10,10
2015-01-08,68,77,52,60,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,8,85,85
2015-01-09,94,50,65,19,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,9,89,89
2015-01-10,24,80,96,66,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,10,16,16
2015-01-11,83,67,34,30,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,11,04,04
2015-01-12,30,50,61,88,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,12,15,15
2015-01-13,40,93,69,66,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,13,51,51
2015-01-14,47,04,47,18,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,14,13,13
2015-01-15,43,63,87,44,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,15,76,76
2015-01-16,42,82,70,17,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,16,43,43
2015-01-17,57,67,04,86,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,17,69,69
2015-01-18,67,01,69,62,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,18,59,59
2015-01-19,50,32,69,57,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,19,63,63
2015-01-20,87,71,65,93,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,20,53,53
2015-01-21,17,19,25,62,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,21,47,47
2015-01-22,75,25,01,61,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,22,95,95
2015-01-23,04,54,27,81,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,23,26,26
2015-01-24,62,17,35,60,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,24,36,36
2015-01-25,15,28,19,56,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,25,94,94
2015-01-26,08,00,90,57,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,26,89,89
2015-01-27,57,30,85,99,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,27,84,84
2015-01-28,38,87,65,35,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,28,00,00
2015-01-29,35,77,92,98,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,29,30,30
2015-01-30,42,36,75,56,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,30,80,80
2015-01-31,74,91,,,https://satta-king-fast.com/chart.php?ResultFor=January-2015&month=01&year=2015,2015,1,31,78,78
2015-02-01,,,61,90,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,1,09,09
2015-02-02,67,18,23,37,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,2,90,90
2015-02-03,40,49,80,02,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,3,79,79
2015-02-04,81,23,72,99,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,4,60,60
2015-02-05,81,24,49,16,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,5,19,19
2015-02-06,51,33,77,88,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,6,55,55
2015-02-07,98,56,09,83,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,7,22,22
2015-02-08,12,36,39,34,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,8,61,61
2015-02-09,57,54,22,70,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,9,45,45
2015-02-10,47,64,97,89,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,10,74,74
2015-02-11,75,32,89,92,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,11,06,06
2015-02-12,49,15,22,18,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,12,23,23
2015-02-13,97,21,84,02,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,13,08,08
2015-02-14,51,17,96,25,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,14,81,81
2015-02-15,54,44,52,54,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,15,99,99
2015-02-16,38,20,59,20,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,16,22,22
2015-02-17,06,51,84,90,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,17,22,22
2015-02-18,54,70,03,54,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,18,98,98
2015-02-19,94,56,00,39,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,19,79,79
2015-02-20,66,32,26,00,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,20,25,25
2015-02-21,03,83,19,89,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,21,21,21
2015-02-22,80,31,62,44,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,22,88,88
2015-02-23,87,37,28,12,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,23,41,41
2015-02-24,93,60,64,83,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,24,10,10
2015-02-25,39,37,03,77,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,25,63,63
2015-02-26,47,29,74,29,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,26,12,12
2015-02-27,63,60,17,69,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,27,19,19
2015-02-28,30,49,,,https://satta-king-fast.com/chart.php?ResultFor=February-2015&month=02&year=2015,2015,2,28,84,84
2015-03-01,,,75,55,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,1,65,65
2015-03-02,29,38,66,37,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,2,38,38
2015-03-03,08,67,24,28,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,3,58,58
2015-03-04,13,67,66,23,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,4,74,74
2015-03-05,77,67,81,04,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,5,89,89
2015-03-06,21,64,91,74,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,6,18,18
2015-03-07,06,29,85,87,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,7,35,35
2015-03-08,04,73,59,48,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,8,64,64
2015-03-09,16,33,63,32,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,9,85,85
2015-03-10,37,53,61,00,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,10,18,18
2015-03-11,66,40,31,96,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,11,78,78
2015-03-12,68,12,05,36,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,12,20,20
2015-03-13,11,25,21,92,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,13,11,11
2015-03-14,46,29,91,16,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,14,49,49
2015-03-15,81,12,67,92,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,15,43,43
2015-03-16,49,94,56,56,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,16,86,86
2015-03-17,62,74,99,21,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,17,88,88
2015-03-18,71,75,75,23,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,18,77,77
2015-03-19,06,40,73,88,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,19,13,13
2015-03-20,97,75,50,96,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,20,83,83
2015-03-21,71,64,17,37,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,21,04,04
2015-03-22,45,04,31,20,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,22,45,45
2015-03-23,31,56,43,00,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,23,95,95
2015-03-24,87,85,71,14,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,24,59,59
2015-03-25,73,62,20,60,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,25,77,77
2015-03-26,86,91,56,13,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,26,60,60
2015-03-27,84,14,75,06,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,27,32,32
2015-03-28,11,02,62,50,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,28,53,53
2015-03-29,62,02,06,16,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,29,93,93
2015-03-30,86,30,59,52,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,30,26,26
2015-03-31,53,66,,,https://satta-king-fast.com/chart.php?ResultFor=March-2015&month=03&year=2015,2015,3,31,96,96
2015-04-01,,,55,60,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,1,95,95
2015-04-02,99,35,89,57,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,2,09,09
2015-04-03,68,55,15,20,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,3,38,38
2015-04-04,98,97,09,46,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,4,27,27
2015-04-05,61,38,80,48,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,5,87,87
2015-04-06,77,71,38,72,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,6,61,61
2015-04-07,76,52,79,78,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,7,45,45
2015-04-08,02,91,40,62,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,8,34,34
2015-04-09,62,31,87,37,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,9,01,01
2015-04-10,54,19,88,30,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,10,26,26
2015-04-11,34,49,84,20,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,11,06,06
2015-04-12,95,30,89,82,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,12,62,62
2015-04-13,52,94,08,44,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,13,43,43
2015-04-14,93,59,96,98,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,14,84,84
2015-04-15,08,50,19,28,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,15,07,07
2015-04-16,66,89,07,49,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,16,59,59
2015-04-17,78,72,94,45,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,17,44,44
2015-04-18,55,84,25,12,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,18,97,97
2015-04-19,63,43,55,95,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,19,28,28
2015-04-20,11,36,55,94,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,20,62,62
2015-04-21,75,70,91,76,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,21,19,19
2015-04-22,69,97,09,28,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,22,83,83
2015-04-23,21,19,83,12,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,23,42,42
2015-04-24,52,95,96,19,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,24,34,34
2015-04-25,19,70,95,32,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,25,76,76
2015-04-26,75,87,60,73,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,26,44,44
2015-04-27,49,93,88,28,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,27,08,08
2015-04-28,96,71,59,63,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,28,02,02
2015-04-29,07,88,33,94,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,29,32,32
2015-04-30,05,32,,,https://satta-king-fast.com/chart.php?ResultFor=April-2015&month=04&year=2015,2015,4,30,03,03
2015-05-01,,,36,84,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,1,30,30
2015-05-02,53,84,70,00,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,2,08,08
2015-05-03,14,05,46,40,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,3,68,68
2015-05-04,03,28,91,68,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,4,00,00
2015-05-05,88,04,76,63,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,5,48,48
2015-05-06,91,03,34,36,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,6,14,14
2015-05-07,40,06,06,95,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,7,36,36
2015-05-08,53,25,62,36,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,8,97,97
2015-05-09,73,04,15,46,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,9,23,23
2015-05-10,95,42,82,87,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,10,71,71
2015-05-11,45,01,11,67,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,11,07,07
2015-05-12,73,58,85,72,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,12,52,52
2015-05-13,73,85,07,61,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,13,75,75
2015-05-14,82,51,43,70,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,14,48,48
2015-05-15,89,78,07,59,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,15,84,84
2015-05-16,53,82,04,10,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,16,59,59
2015-05-17,87,81,61,52,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,17,66,66
2015-05-18,23,16,38,63,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,18,49,49
2015-05-19,43,52,10,48,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,19,75,75
2015-05-20,90,40,62,30,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,20,17,17
2015-05-21,90,14,08,01,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,21,09,09
2015-05-22,50,61,45,35,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,22,54,54
2015-05-23,69,04,10,17,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,23,03,03
2015-05-24,77,47,31,10,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,24,57,57
2015-05-25,84,89,67,48,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,25,99,99
2015-05-26,35,47,86,52,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,26,09,09
2015-05-27,06,22,82,17,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,27,53,53
2015-05-28,29,06,67,40,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,28,46,46
2015-05-29,88,55,27,23,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,29,68,68
2015-05-30,24,68,24,98,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,30,12,12
2015-05-31,24,96,,,https://satta-king-fast.com/chart.php?ResultFor=May-2015&month=05&year=2015,2015,5,31,90,90
2015-06-01,,,86,96,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,1,67,67
2015-06-02,89,31,15,01,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,2,00,00
2015-06-03,74,95,93,71,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,3,86,86
2015-06-04,15,71,53,27,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,4,42,42
2015-06-05,00,80,32,18,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,5,20,20
2015-06-06,80,37,54,67,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,6,63,63
2015-06-07,69,68,91,14,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,7,31,31
2015-06-08,67,29,22,98,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,8,47,47
2015-06-09,41,95,44,61,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,9,14,14
2015-06-10,31,17,64,94,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,10,29,29
2015-06-11,14,36,54,04,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,11,27,27
2015-06-12,30,11,24,64,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,12,92,92
2015-06-13,77,81,61,93,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,13,81,81
2015-06-14,32,89,03,04,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,14,33,33
2015-06-15,24,33,83,62,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,15,15,15
2015-06-16,60,29,22,54,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,16,67,67
2015-06-17,23,89,70,14,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,17,33,33
2015-06-18,95,10,32,02,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,18,99,99
2015-06-19,49,33,79,14,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,19,82,82
2015-06-20,91,97,38,34,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,20,57,57
2015-06-21,92,90,98,38,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,21,10,10
2015-06-22,30,31,75,46,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,22,44,44
2015-06-23,09,22,27,35,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,23,78,78
2015-06-24,83,53,48,36,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,24,61,61
2015-06-25,14,15,99,08,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,25,47,47
2015-06-26,51,92,28,90,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,26,11,11
2015-06-27,18,62,15,29,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,27,80,80
2015-06-28,89,15,25,63,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,28,56,56
2015-06-29,31,80,79,51,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,29,08,08
2015-06-30,15,25,,,https://satta-king-fast.com/chart.php?ResultFor=June-2015&month=06&year=2015,2015,6,30,91,91
2015-07-01,,,77,28,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,1,06,06
2015-07-02,61,38,85,17,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,2,56,56
2015-07-03,49,24,55,38,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,3,11,11
2015-07-04,31,38,21,21,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,4,16,16
2015-07-05,58,01,94,26,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,5,16,16
2015-07-06,55,44,86,01,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,6,35,35
2015-07-07,24,25,08,84,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,7,94,94
2015-07-08,91,86,84,02,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,8,60,60
2015-07-09,07,25,79,75,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,9,97,97
2015-07-10,96,22,44,57,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,10,55,55
2015-07-11,44,51,01,29,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,11,64,64
2015-07-12,32,82,80,95,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,12,55,55
2015-07-13,47,48,07,21,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,13,61,61
2015-07-14,64,08,60,46,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,14,55,55
2015-07-15,99,41,20,90,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,15,65,65
2015-07-16,80,56,24,42,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,16,52,52
2015-07-17,14,52,14,60,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,17,65,65
2015-07-18,92,05,61,58,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,18,46,46
2015-07-19,40,58,28,24,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,19,83,83
2015-07-20,70,10,99,48,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,20,50,50
2015-07-21,60,61,95,70,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,21,94,94
2015-07-22,74,35,66,24,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,22,23,23
2015-07-23,97,65,44,58,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,23,18,18
2015-07-24,72,09,41,74,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,24,33,33
2015-07-25,53,89,73,76,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,25,79,79
2015-07-26,63,89,84,60,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,26,15,15
2015-07-27,02,41,78,48,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,27,29,29
2015-07-28,00,69,95,95,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,28,62,62
2015-07-29,32,58,45,52,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,29,34,34
2015-07-30,27,21,17,06,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,30,58,58
2015-07-31,87,53,,,https://satta-king-fast.com/chart.php?ResultFor=July-2015&month=07&year=2015,2015,7,31,03,03
2015-08-01,,96,62,98,https://satta-king-fast.com/chart.php?ResultFor=August-2015&month=08&year=2015,2015,8,1,87,87
2015-08-02,61,80,88,95,https://satta-king-fast.com/chart.php?ResultFor=August-2015&month=08&year=2015,2015,8,2,44,44
2015-08-03,92,01,42,89,https://satta-king-fast.com/chart.php?ResultFor=August-2015&month=08&year=2015,2015,8,3,66,66
2015-08-04,54,33,70,50,https://satta-king-fast.com/chart.php?ResultFor=August-2015&month=08&year=2015,2015,8,4,73,73
2015-08-05,99,05,69,65,https://satta-king-fast.com/chart.php?ResultFor=August-2015&month=08&year=2015,2015,8,5,70,70
2015-08-06,35,97,65,76,https://satta-king-fast.com/chart.php?ResultFor=August-2015&month=08&year=2015,2015,8,6,49,49
2015-08-07,92,19,21,99,https://satta-king-fast.com/chart.php?ResultFor=August-2015&month=08&year=2015,2015,8,7,39,39
2015-08-08,98,19,13,13,https://satta-king-fast.com/chart.php?ResultFor=August-2015&month=08&year=2015,2015,8,8,17,17
2015-08-09,79,93,26,33,https://satta-king-fast.com/chart.php?ResultFor=August-2015&month=08&year=2015,2015,8,9,00,00
2015-08-10,84,24,59,75,https://satta-king-fast.com/chart.php?ResultFor=August-2015&month=08&year=2015,2015,8,10,24,24
