date,dswr,frbd,gzbd,gali,source_url,year,month,day,Gali1,GALI1
2017-11-09,94,06,06,21,https://satta-king-fast.com/chart.php?ResultFor=November-2017&month=11&year=2017,2017,11,9,64,64
2017-11-10,93,47,42,08,https://satta-king-fast.com/chart.php?ResultFor=November-2017&month=11&year=2017,2017,11,10,06,06
2017-11-11,84,98,29,06,https://satta-king-fast.com/chart.php?ResultFor=November-2017&month=11&year=2017,2017,11,11,46,46
2017-11-12,52,24,18,59,https://satta-king-fast.com/chart.php?ResultFor=November-2017&month=11&year=2017,2017,11,12,43,43
2017-11-13,29,20,42,98,https://satta-king-fast.com/chart.php?ResultFor=November-2017&month=11&year=2017,2017,11,13,53,53
2017-11-14,12,36,42,36,https://satta-king-fast.com/chart.php?ResultFor=November-2017&month=11&year=2017,2017,11,14,32,32
2017-11-15,97,22,39,88,https://satta-king-fast.com/chart.php?ResultFor=November-2017&month=11&year=2017,2017,11,15,89,89
2017-11-16,29,66,35,72,https://satta-king-fast.com/chart.php?ResultFor=November-2017&month=11&year=2017,2017,11,16,87,87
2017-11-17,24,77,21,53,https://satta-king-fast.com/chart.php?ResultFor=November-2017&month=11&year=2017,2017,11,17,63,63
2017-11-18,62,34,39,33,https://satta-king-fast.com/chart.php?ResultFor=November-2017&month=11&year=2017,2017,11,18,17,17
2017-11-19,88,68,32,18,https://satta-king-fast.com/chart.php?ResultFor=November-2017&month=11&year=2017,2017,11,19,13,13
2017-11-20,07,42,18,71,https://satta-king-fast.com/chart.php?ResultFor=November-2017&month=11&year=2017,2017,11,20,66,66
2017-11-21,78,33,38,14,https://satta-king-fast.com/chart.php?ResultFor=November-2017&month=11&year=2017,2017,11,21,32,32
2017-11-22,33,20,01,43,https://satta-king-fast.com/chart.php?ResultFor=November-2017&month=11&year=2017,2017,11,22,31,31
2017-11-23,24,62,17,15,https://satta-king-fast.com/chart.php?ResultFor=November-2017&month=11&year=2017,2017,11,23,92,92
2017-11-24,73,09,51,79,https://satta-king-fast.com/chart.php?ResultFor=November-2017&month=11&year=2017,2017,11,24,54,54
2017-11-25,59,47,99,74,https://satta-king-fast.com/chart.php?ResultFor=November-2017&month=11&year=2017,2017,11,25,82,82
2017-11-26,31,05,93,88,https://satta-king-fast.com/chart.php?ResultFor=November-2017&month=11&year=2017,2017,11,26,61,61
2017-11-27,42,91,15,05,https://satta-king-fast.com/chart.php?ResultFor=November-2017&month=11&year=2017,2017,11,27,94,94
2017-11-28,93,99,03,49,https://satta-king-fast.com/chart.php?ResultFor=November-2017&month=11&year=2017,2017,11,28,58,58
2017-11-29,37,70,49,69,https://satta-king-fast.com/chart.php?ResultFor=November-2017&month=11&year=2017,2017,11,29,48,48
2017-11-30,87,,,,https://satta-king-fast.com/chart.php?ResultFor=November-2017&month=11&year=2017,2017,11,30,12,12
2017-12-01,,88,59,72,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,1,49,49
2017-12-02,52,65,06,06,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,2,90,90
2017-12-03,90,08,36,01,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,3,64,64
2017-12-04,26,01,35,33,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,4,41,41
2017-12-05,30,48,67,54,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,5,10,10
2017-12-06,24,80,51,10,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,6,70,70
2017-12-07,34,91,87,50,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,7,06,06
2017-12-08,51,04,26,71,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,8,81,81
2017-12-09,15,80,83,49,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,9,72,72
2017-12-10,26,78,91,00,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,10,01,01
2017-12-11,46,05,78,58,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,11,34,34
2017-12-12,10,57,72,38,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,12,57,57
2017-12-13,80,65,31,61,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,13,04,04
2017-12-14,80,53,85,52,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,14,21,21
2017-12-15,68,70,25,81,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,15,29,29
2017-12-16,18,89,96,76,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,16,09,09
2017-12-17,60,31,05,64,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,17,25,25
2017-12-18,31,34,89,58,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,18,56,56
2017-12-19,88,52,14,16,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,19,11,11
2017-12-20,78,87,87,14,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,20,64,64
2017-12-21,74,31,78,06,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,21,61,61
2017-12-22,55,46,84,73,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,22,76,76
2017-12-23,81,78,02,38,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,23,32,32
2017-12-24,28,49,96,77,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,24,89,89
2017-12-25,34,14,29,48,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,25,26,26
2017-12-26,37,49,07,27,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,26,16,16
2017-12-27,94,09,94,16,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,27,57,57
2017-12-28,67,24,31,86,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,28,28,28
2017-12-29,23,10,24,34,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,29,84,84
2017-12-30,68,05,92,21,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,30,44,44
2017-12-31,44,,,,https://satta-king-fast.com/chart.php?ResultFor=December-2017&month=12&year=2017,2017,12,31,19,19
2018-01-01,,31,27,23,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,1,05,05
2018-01-02,55,07,62,60,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,2,10,10
2018-01-03,98,75,59,64,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,3,30,30
2018-01-04,15,07,37,89,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,4,26,26
2018-01-05,31,87,33,81,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,5,20,20
2018-01-06,90,86,91,67,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,6,70,70
2018-01-07,27,09,01,30,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,7,73,73
2018-01-08,91,73,14,06,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,8,05,05
2018-01-09,44,59,05,89,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,9,75,75
2018-01-10,91,20,70,26,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,10,08,08
2018-01-11,76,15,14,62,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,11,40,40
2018-01-12,91,92,45,34,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,12,41,41
2018-01-13,65,51,43,40,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,13,96,96
2018-01-14,25,96,72,02,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,14,21,21
2018-01-15,21,69,48,43,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,15,46,46
2018-01-16,02,56,94,74,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,16,87,87
2018-01-17,67,68,74,34,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,17,14,14
2018-01-18,53,69,96,50,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,18,94,94
2018-01-19,26,81,55,65,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,19,50,50
2018-01-20,58,66,39,48,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,20,71,71
2018-01-21,01,90,29,60,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,21,14,14
2018-01-22,97,59,50,06,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,22,60,60
2018-01-23,46,39,42,50,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,23,11,11
2018-01-24,30,96,59,12,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,24,27,27
2018-01-25,58,28,08,82,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,25,34,34
2018-01-26,12,53,22,31,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,26,67,67
2018-01-27,56,92,83,96,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,27,22,22
2018-01-28,93,20,99,21,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,28,04,04
2018-01-29,82,66,77,30,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,29,48,48
2018-01-30,42,73,87,92,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,30,03,03
2018-01-31,62,,,,https://satta-king-fast.com/chart.php?ResultFor=January-2018&month=01&year=2018,2018,1,31,21,21
2018-02-01,,66,30,65,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,1,00,00
2018-02-02,42,44,47,14,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,2,79,79
2018-02-03,65,82,03,67,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,3,41,41
2018-02-04,82,03,41,01,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,4,84,84
2018-02-05,95,11,48,54,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,5,80,80
2018-02-06,64,37,19,43,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,6,62,62
2018-02-07,18,77,28,39,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,7,72,72
2018-02-08,33,47,75,75,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,8,66,66
2018-02-09,46,36,03,74,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,9,66,66
2018-02-10,72,77,03,09,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,10,82,82
2018-02-11,73,15,71,03,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,11,29,29
2018-02-12,62,95,23,95,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,12,44,44
2018-02-13,12,89,71,23,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,13,52,52
2018-02-14,68,82,02,40,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,14,08,08
2018-02-15,99,45,70,63,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,15,96,96
2018-02-16,61,11,09,20,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,16,17,17
2018-02-17,46,90,51,75,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,17,00,00
2018-02-18,48,33,77,33,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,18,93,93
2018-02-19,84,70,27,08,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,19,39,39
2018-02-20,55,36,56,68,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,20,22,22
2018-02-21,61,56,08,09,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,21,56,56
2018-02-22,90,93,18,48,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,22,35,35
2018-02-23,82,10,98,36,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,23,63,63
2018-02-24,18,04,86,83,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,24,83,83
2018-02-25,49,66,46,08,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,25,77,77
2018-02-26,98,58,70,71,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,26,83,83
2018-02-27,41,89,85,77,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,27,11,11
2018-02-28,59,,,,https://satta-king-fast.com/chart.php?ResultFor=February-2018&month=02&year=2018,2018,2,28,15,15
2018-03-01,,19,00,44,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,1,53,53
2018-03-02,71,69,86,12,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,2,37,37
2018-03-03,70,72,95,66,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,3,85,85
2018-03-04,93,15,56,59,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,4,19,19
2018-03-05,89,42,11,99,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,5,00,00
2018-03-06,84,36,35,27,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,6,59,59
2018-03-07,76,76,15,82,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,7,69,69
2018-03-08,44,87,00,72,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,8,63,63
2018-03-09,98,30,49,75,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,9,81,81
2018-03-10,49,57,87,27,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,10,23,23
2018-03-11,40,18,53,17,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,11,52,52
2018-03-12,92,48,27,87,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,12,80,80
2018-03-13,27,79,45,23,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,13,47,47
2018-03-14,07,35,97,17,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,14,76,76
2018-03-15,03,71,18,47,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,15,54,54
2018-03-16,96,95,83,00,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,16,24,24
2018-03-17,43,18,83,93,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,17,45,45
2018-03-18,24,86,25,81,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,18,58,58
2018-03-19,47,12,16,02,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,19,71,71
2018-03-20,18,31,54,51,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,20,97,97
2018-03-21,17,94,66,89,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,21,85,85
2018-03-22,72,62,51,50,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,22,04,04
2018-03-23,33,54,54,80,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,23,08,08
2018-03-24,59,52,71,15,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,24,55,55
2018-03-25,67,51,13,77,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,25,20,20
2018-03-26,56,47,52,22,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,26,23,23
2018-03-27,15,70,46,35,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,27,67,67
2018-03-28,59,70,02,06,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,28,12,12
2018-03-29,36,19,31,81,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,29,42,42
2018-03-30,49,58,10,53,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,30,13,13
2018-03-31,14,,,,https://satta-king-fast.com/chart.php?ResultFor=March-2018&month=03&year=2018,2018,3,31,88,88
2018-04-01,,60,16,77,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,1,27,27
2018-04-02,33,97,91,96,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,2,36,36
2018-04-03,47,51,21,60,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,3,47,47
2018-04-04,10,87,94,24,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,4,89,89
2018-04-05,18,20,81,58,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,5,07,07
2018-04-06,50,78,00,40,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,6,30,30
2018-04-07,04,73,83,85,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,7,86,86
2018-04-08,83,89,23,14,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,8,14,14
2018-04-09,08,56,23,23,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,9,58,58
2018-04-10,73,85,94,36,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,10,54,54
2018-04-11,35,68,92,14,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,11,46,46
2018-04-12,99,41,86,21,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,12,36,36
2018-04-13,04,06,22,71,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,13,99,99
2018-04-14,95,05,58,87,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,14,10,10
2018-04-15,22,81,23,06,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,15,08,08
2018-04-16,89,61,76,99,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,16,61,61
2018-04-17,22,05,16,45,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,17,16,16
2018-04-18,19,16,41,07,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,18,67,67
2018-04-19,58,28,95,69,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,19,93,93
2018-04-20,56,04,92,95,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,20,65,65
2018-04-21,92,57,32,19,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,21,61,61
2018-04-22,65,26,31,62,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,22,70,70
2018-04-23,50,97,28,44,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,23,64,64
2018-04-24,28,96,36,98,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,24,37,37
2018-04-25,91,71,79,42,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,25,05,05
2018-04-26,23,11,52,00,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,26,00,00
2018-04-27,28,49,71,97,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,27,90,90
2018-04-28,35,43,32,85,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,28,95,95
2018-04-29,00,03,93,19,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,29,54,54
2018-04-30,89,,,,https://satta-king-fast.com/chart.php?ResultFor=April-2018&month=04&year=2018,2018,4,30,99,99
2018-05-01,,54,74,37,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,1,45,45
2018-05-02,93,49,14,89,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,2,84,84
2018-05-03,10,47,20,69,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,3,40,40
2018-05-04,01,47,40,08,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,4,03,03
2018-05-05,27,33,20,17,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,5,62,62
2018-05-06,08,84,48,77,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,6,52,52
2018-05-07,72,31,54,60,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,7,34,34
2018-05-08,01,68,82,84,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,8,37,37
2018-05-09,42,61,70,29,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,9,70,70
2018-05-10,61,13,04,57,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,10,12,12
2018-05-11,42,33,14,94,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,11,87,87
2018-05-12,31,45,30,52,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,12,44,44
2018-05-13,36,69,56,36,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,13,88,88
2018-05-14,34,38,22,13,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,14,37,37
2018-05-15,17,14,31,73,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,15,94,94
2018-05-16,40,06,91,51,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,16,39,39
2018-05-17,37,53,13,70,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,17,44,44
2018-05-18,18,45,46,52,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,18,86,86
2018-05-19,80,16,66,81,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,19,68,68
2018-05-20,27,49,03,78,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,20,49,49
2018-05-21,32,99,34,85,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,21,98,98
2018-05-22,60,75,06,94,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,22,68,68
2018-05-23,89,37,76,57,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,23,55,55
2018-05-24,27,75,99,59,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,24,95,95
2018-05-25,43,33,87,70,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,25,15,15
2018-05-26,73,69,49,63,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,26,31,31
2018-05-27,85,07,80,52,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,27,02,02
2018-05-28,07,60,85,69,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,28,34,34
2018-05-29,62,10,75,66,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,29,45,45
2018-05-30,60,44,09,77,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,30,92,92
2018-05-31,91,,,,https://satta-king-fast.com/chart.php?ResultFor=May-2018&month=05&year=2018,2018,5,31,73,73
2018-06-01,,03,82,73,https://satta-king-fast.com/chart.php?ResultFor=June-2018&month=06&year=2018,2018,6,1,59,59
2018-06-02,40,19,83,53,https://satta-king-fast.com/chart.php?ResultFor=June-2018&month=06&year=2018,2018,6,2,83,83
2018-06-03,99,81,24,42,https://satta-king-fast.com/chart.php?ResultFor=June-2018&month=06&year=2018,2018,6,3,18,18
2018-06-04,21,49,11,92,https://satta-king-fast.com/chart.php?ResultFor=June-2018&month=06&year=2018,2018,6,4,03,03
2018-06-05,82,96,32,98,https://satta-king-fast.com/chart.php?ResultFor=June-2018&month=06&year=2018,2018,6,5,90,90
2018-06-06,66,58,12,13,https://satta-king-fast.com/chart.php?ResultFor=June-2018&month=06&year=2018,2018,6,6,55,55
2018-06-07,62,71,17,98,https://satta-king-fast.com/chart.php?ResultFor=June-2018&month=06&year=2018,2018,6,7,24,24
2018-06-08,58,12,99,19,https://satta-king-fast.com/chart.php?ResultFor=June-2018&month=06&year=2018,2018,6,8,07,07
2018-06-09,93,78,42,93,https://satta-king-fast.com/chart.php?ResultFor=June-2018&month=06&year=2018,2018,6,9,13,13
2018-06-10,57,46,99,43,https://satta-king-fast.com/chart.php?ResultFor=June-2018&month=06&year=2018,2018,6,10,55,55
2018-06-11,91,45,39,69,https://satta-king-fast.com/chart.php?ResultFor=June-2018&month=06&year=2018,2018,6,11,78,78
2018-06-12,68,28,16,88,https://satta-king-fast.com/chart.php?ResultFor=June-2018&month=06&year=2018,2018,6,12,79,79
2018-06-13,93,40,51,24,https://satta-king-fast.com/chart.php?ResultFor=June-2018&month=06&year=2018,2018,6,13,09,09
2018-06-14,32,09,80,39,https://satta-king-fast.com/chart.php?ResultFor=June-2018&month=06&year=2018,2018,6,14,75,75
2018-06-15,23,42,02,64,https://satta-king-fast.com/chart.php?ResultFor=June-2018&month=06&year=2018,2018,6,15,18,18
2018-06-16,35,06,47,64,https://satta-king-fast.com/chart.php?ResultFor=June-2018&month=06&year=2018,2018,6,16,27,27
2018-06-17,74,08,06,24,https://satta-king-fast.com/chart.php?ResultFor=June-2018&month=06&year=2018,2018,6,17,18,18
2018-06-18,84,21,88,03,https://satta-king-fast.com/chart.php?ResultFor=June-2018&month=06&year=2018,2018,6,18,38,38
